#ID	Avg_fold	Length	Read_GC
k141_2778	6.8555	6936	0.6768
k141_2779	5.6181	6992	0.6686
k141_2780	4.4355	1279	0.6524
k141_2783	3.4867	754	0.7427
k141_2801	6.0225	7767	0.6893
k141_2802	7.2926	11267	0.6278
k141_2810	6.4454	2593	0.7113
k141_2815	5.0976	1353	0.6386
k141_2820	49.1985	24660	0.5985
k141_2821	7.2078	2464	0.6993
k141_2824	7.4081	2323	0.6449
k141_2825	5.0775	1304	0.7635
k141_2826	4.5565	841	0.6931
k141_2835	5.8009	1743	0.7099
k141_2837	5.5229	2289	0.6853
k141_2838	83.6998	653	0.5213
k141_2841	6.5081	3883	0.7016
k141_2849	4.7906	869	0.6963
k141_2858	7.4447	4232	0.7299
k141_2862	7.6927	8832	0.6888
k141_2866	62.9292	1187	0.4183
k141_2871	6.1455	14006	0.6895
k141_2873	6.6216	5423	0.7104
k141_2874	8.0120	10846	0.6947
k141_2875	4.5421	795	0.5795
k141_2876	3.3213	778	0.6641
k141_2878	5.1033	881	0.7107
k141_2881	7.1701	4197	0.6847
k141_2882	5.7850	1688	0.7076
k141_2883	7.6309	1753	0.7146
k141_2892	6.1812	13463	0.7055
k141_2899	3.8419	626	0.6831
k141_2905	6.9308	6665	0.6998
k141_2911	3.3631	537	0.7104
k141_2914	3.7167	639	0.7201
k141_2915	3.5522	833	0.7063
k141_2928	49.9123	94933	0.5812
k141_2929	5.7490	5534	0.6982
k141_2932	6.5731	8782	0.6598
k141_2933	7.0117	8068	0.6806
k141_2934	6.8807	7326	0.6254
k141_2939	74.1956	56526	0.4166
k141_2943	71.9215	86869	0.4334
k141_2950	72.0165	17587	0.4032
k141_2951	3.7430	603	0.6939
k141_2952	6.8190	13787	0.7052
k141_2953	7.2050	10898	0.7244
k141_2954	49.6884	95770	0.5693
k141_2955	7.8703	4512	0.7167
k141_2956	7.3417	8485	0.6999
k141_2957	5.3125	2000	0.6555
k141_2958	6.7220	13203	0.6918
k141_2965	5.9871	8194	0.6842
k141_2974	3.5537	847	0.6595
k141_2978	7.3011	9934	0.6953
k141_3003	5.8627	3234	0.6952
k141_3012	135.3731	2439	0.5811
k141_3030	6.1637	18820	0.6578
k141_3031	66.9273	6683	0.3540
k141_3032	5.8813	1432	0.7291
k141_3033	8.0106	7738	0.7096
k141_3038	4.4975	601	0.6740
k141_3039	5.9069	6777	0.6694
k141_3047	6.6391	3840	0.6867
k141_3069	63.6088	565	0.5608
k141_3072	72.8281	17704	0.3558
k141_3075	5.7491	1132	0.7277
k141_3079	5.8869	1167	0.6645
k141_3083	6.2119	16853	0.6978
k141_3084	71.2382	97390	0.4038
k141_3085	34.1839	1387	0.4826
k141_3086	6.7201	3105	0.6986
k141_3087	7.6820	13146	0.6540
k141_3089	47.1860	3409	0.5764
k141_3091	72.3408	18311	0.4429
k141_3093	72.9686	10999	0.3833
k141_3095	6.2743	4506	0.6833
k141_3097	135.5948	1123	0.5374
k141_3099	116.8618	1223	0.5528
k141_3101	5.4142	3498	0.6785
k141_3103	4.3075	943	0.6996
k141_3104	6.6684	4524	0.6910
k141_3114	3.2934	542	0.6406
k141_3125	71.2724	11097	0.3872
k141_3128	5.6760	574	0.6463
k141_3144	6.4852	4829	0.6768
k141_3147	6.9191	1026	0.6234
k141_3148	4.3256	1038	0.6629
k141_3149	48.5063	87033	0.5686
k141_3152	72.7439	41839	0.4223
k141_3153	4.2061	723	0.7128
k141_3154	6.3833	6368	0.7005
k141_3155	5.0206	2034	0.7016
k141_3156	6.7508	15275	0.7059
k141_3157	4.7059	1197	0.6008
k141_3158	6.7677	2260	0.7381
k141_3165	72.2527	9276	0.3974
k141_3174	118.6657	1065	0.3525
k141_3181	141.3746	614	0.3598
k141_3185	72.7824	91648	0.4277
k141_3187	7.3016	3153	0.7341
k141_3189	87.0780	2141	0.4767
k141_3190	4.4566	806	0.6847
k141_3192	6.5340	9641	0.6843
k141_3195	6.3941	2020	0.6816
k141_3196	5.9869	3670	0.7044
k141_3199	50.0367	20538	0.6130
k141_3212	6.6690	722	0.7155
k141_3213	6.4995	4294	0.6869
k141_3215	7.6413	5815	0.6993
k141_3218	7.5536	2789	0.6881
k141_3219	3.8736	530	0.6640
k141_3225	6.3107	5543	0.6625
k141_3237	5.9976	3404	0.6602
k141_3238	7.2050	517	0.6890
k141_3240	5.7126	1656	0.7174
k141_3248	4.9443	3467	0.7017
k141_3249	7.8028	7637	0.6599
k141_3254	3.8586	1139	0.7198
k141_3257	3.9294	595	0.7294
k141_3269	49.1460	87682	0.5581
k141_3270	4.1479	1224	0.7346
k141_3273	6.4763	6412	0.7077
k141_3274	5.5230	782	0.6478
k141_3276	8.1252	7651	0.6877
k141_3277	6.4334	10758	0.7182
k141_3286	4.7743	1701	0.6465
k141_3287	6.5623	4128	0.6964
k141_3292	64.1311	1953	0.4046
k141_3294	7.9990	12034	0.7004
k141_3302	3.9457	534	0.6782
k141_3307	3.1522	716	0.7060
k141_3308	5.0210	1618	0.6617
k141_3309	8.3162	3393	0.6780
k141_3311	5.2819	894	0.7342
k141_3312	6.0090	995	0.7169
k141_3315	7.5410	5421	0.5861
k141_3318	73.2295	41366	0.4034
k141_3319	5.9571	3029	0.6840
k141_3325	6.9907	861	0.6181
k141_3326	7.0260	15831	0.6961
k141_3333	6.6546	13078	0.7200
k141_3345	7.5777	3654	0.6768
k141_3346	4.0600	1334	0.6150
k141_3347	5.5714	784	0.7060
k141_3356	8.2755	5325	0.6976
k141_3365	3.0874	629	0.6308
k141_3370	3.7540	561	0.7195
k141_3371	3.3478	808	0.6726
k141_3374	6.8232	1267	0.6690
k141_3386	3.2989	726	0.6416
k141_3388	6.0200	3100	0.6680
k141_3389	6.3155	7189	0.6790
k141_3393	71.1213	27592	0.4272
k141_3394	75.6404	3543	0.3495
k141_3398	6.0911	6511	0.7270
k141_3401	7.7315	14308	0.6919
k141_3402	6.9194	3153	0.5566
k141_3403	72.0842	17397	0.4341
k141_3405	71.0343	45563	0.4160
k141_3406	48.7371	40306	0.5404
k141_3408	5.7819	2825	0.6182
k141_3410	4.2504	1258	0.7100
k141_3412	4.2036	619	0.6980
k141_3424	6.2167	5265	0.6935
k141_3428	6.2039	613	0.6507
k141_3432	7.7675	9733	0.6833
k141_3438	4.5294	1260	0.7159
k141_3450	6.8775	8310	0.7057
k141_3455	6.8177	2304	0.7473
k141_3456	6.9722	19531	0.6907
k141_3457	8.0842	5034	0.6746
k141_3466	7.6147	7360	0.6862
k141_3469	7.6624	12827	0.6951
k141_3471	6.8126	1425	0.6351
k141_3472	5.3079	3423	0.6498
k141_3475	7.0720	5517	0.6639
k141_3478	73.5840	12602	0.4069
k141_3485	6.8032	6174	0.7037
k141_3486	5.0932	2059	0.7005
k141_3491	5.4201	2609	0.7144
k141_3496	71.6350	30741	0.4102
k141_3498	5.1369	621	0.5690
k141_3503	6.0933	2261	0.6719
k141_3504	6.0059	2717	0.6745
k141_3519	6.4540	8767	0.6775
k141_3537	6.2816	5912	0.6860
k141_3540	8.0786	15336	0.6890
k141_3542	6.9435	12352	0.6946
k141_3547	6.6609	2203	0.7531
k141_3549	5.9434	1114	0.6799
k141_3553	7.7374	7845	0.6957
k141_3566	5.0332	2923	0.6101
k141_3567	4.8451	510	0.6648
k141_3570	72.8737	88548	0.4145
k141_3571	5.1823	1278	0.6679
k141_3572	5.7926	1784	0.7223
k141_3574	43.8918	2172	0.4952
k141_3576	7.6109	3156	0.6780
k141_3577	49.9451	66334	0.5767
k141_3578	4.3189	2509	0.6900
k141_3580	32.7593	590	0.6043
k141_3586	44.8836	6806	0.4829
k141_3595	6.7179	4265	0.6653
k141_3613	71.7063	34857	0.4031
k141_3614	6.0131	2753	0.6723
k141_3618	72.1743	15749	0.4317
k141_3621	6.3083	1622	0.6948
k141_3632	7.5502	2052	0.6609
k141_3643	4.8678	908	0.6678
k141_3644	4.5150	800	0.6996
k141_3647	6.9083	27213	0.6998
k141_3650	7.2452	5929	0.7097
k141_3651	45.4170	3693	0.4755
k141_3653	5.0809	6145	0.6806
k141_3654	47.2498	35646	0.5472
k141_3656	48.4148	15798	0.5644
k141_3658	7.2166	3688	0.7170
k141_3659	7.1731	9564	0.7057
k141_3660	6.1598	1289	0.7548
k141_3662	7.7099	934	0.7040
k141_3671	6.9634	7953	0.6697
k141_3676	6.5615	16708	0.6841
k141_3689	5.5683	1566	0.6843
k141_3690	4.8319	904	0.7001
k141_3691	76.4313	30672	0.4280
k141_3694	7.6776	7941	0.6600
k141_3695	5.4150	2487	0.6907
k141_3696	4.7829	1824	0.6579
k141_3707	6.1815	5971	0.7064
k141_3710	3.9586	532	0.7024
k141_3712	4.2806	3318	0.6937
k141_3713	5.9092	815	0.7006
k141_3716	4.1062	1026	0.6645
k141_3720	49.0577	61907	0.6084
k141_3721	40.8059	1571	0.5295
k141_3722	6.0691	5845	0.6816
k141_3728	5.4106	1649	0.7078
k141_3729	5.6022	998	0.6844
k141_3744	5.2475	2465	0.6883
k141_3748	7.5129	6835	0.6988
k141_3751	3.9750	1439	0.6832
k141_3753	7.2126	5504	0.6973
k141_3756	6.5563	3638	0.6561
k141_3760	5.9168	745	0.6811
k141_3776	4.6219	558	0.6552
k141_3778	73.6005	9357	0.4368
k141_3787	7.6874	13879	0.6935
k141_3790	6.1032	3323	0.6768
k141_3795	6.7087	8856	0.6755
k141_3796	3.8290	503	0.6986
k141_3797	65.7410	556	0.3910
k141_3801	4.7564	1835	0.7452
k141_3803	6.5747	3640	0.7074
k141_3811	69.8110	8363	0.3984
k141_3813	43.3281	506	0.3930
k141_3815	3.4375	512	0.7248
k141_3816	8.0247	4895	0.6278
k141_3822	6.4750	6967	0.6655
k141_3823	6.7519	13505	0.6964
k141_3824	4.7075	694	0.7590
k141_3825	5.0688	1990	0.7036
k141_3827	6.0535	1420	0.7005
k141_3837	3.1943	530	0.6611
k141_3840	6.6263	934	0.7061
k141_3845	50.5388	902	0.5594
k141_3851	6.9690	9638	0.7117
k141_3852	4.2656	1728	0.6959
k141_3854	69.2240	625	0.5427
k141_3858	6.3008	2483	0.6848
k141_3860	70.3554	62850	0.4223
k141_3862	49.5669	127352	0.5898
k141_3863	6.4547	4150	0.6870
k141_3865	6.9143	1867	0.6976
k141_3866	5.9117	6821	0.6801
k141_3868	71.8493	43612	0.4224
k141_3871	5.3029	4081	0.7202
k141_3873	6.7674	4084	0.7155
k141_3874	75.1207	16781	0.4396
k141_3888	8.2030	1000	0.6953
k141_3892	4.3852	540	0.6229
k141_3899	4.4115	955	0.7178
k141_3904	73.5861	33833	0.4254
k141_3907	71.3087	14096	0.4327
k141_3909	6.2018	13956	0.6857
k141_3910	6.8428	4683	0.7254
k141_3911	5.5326	4352	0.7336
k141_3916	66.1852	2927	0.3568
k141_3918	4.8898	1507	0.7009
k141_3921	5.4135	815	0.7189
k141_3924	4.3024	807	0.7132
k141_3929	6.0350	8935	0.6803
k141_3930	5.7588	1078	0.6667
k141_3932	61.8805	1741	0.3402
k141_3935	4.9045	3551	0.7021
k141_3937	46.5465	2551	0.4771
k141_3940	48.6802	21304	0.5829
k141_3943	5.9767	6360	0.6569
k141_3947	5.9786	3320	0.6915
k141_3948	6.4941	1516	0.6458
k141_3950	7.1547	9819	0.6871
k141_3956	4.7551	886	0.7119
k141_3963	44.2899	783	0.4818
k141_3968	188.9115	689	0.3531
k141_3970	7.1281	8017	0.6850
k141_3976	4.0976	789	0.6850
k141_3982	48.8040	160010	0.5741
k141_3986	72.1169	113652	0.4306
k141_3987	72.2670	106563	0.4222
k141_3989	7.7714	7760	0.6983
k141_3990	5.4033	600	0.7122
k141_3992	6.8322	7312	0.6943
k141_4002	6.3334	3554	0.6930
k141_4003	7.7384	12974	0.6827
k141_4009	7.1667	6406	0.7010
k141_4011	188.9569	1787	0.5401
k141_4013	7.0414	9366	0.7021
k141_4018	101.0806	1203	0.4889
k141_4030	6.9614	14754	0.6882
k141_4033	74.1397	30767	0.4028
k141_4042	5.9150	5411	0.7090
k141_4043	6.8470	13349	0.6906
k141_4044	76.8996	667	0.5194
k141_4048	7.3741	1652	0.6662
k141_4051	6.4251	24386	0.7015
k141_4068	6.0015	7122	0.6904
k141_4069	7.1222	622	0.6999
k141_4071	6.3300	3897	0.6835
k141_4075	6.0156	1471	0.7069
k141_4092	3.0977	573	0.6755
k141_4100	3.2518	695	0.6458
k141_4103	50.5830	46549	0.5320
k141_4114	72.8290	36960	0.3950
k141_4115	72.5707	15047	0.3649
k141_4116	73.1417	82239	0.4114
k141_4117	8.0006	1783	0.6860
k141_4118	6.6130	3574	0.6920
k141_4119	7.4832	8502	0.6888
k141_4121	5.2044	1619	0.6634
k141_4130	6.3951	9092	0.6829
k141_4131	4.3057	1351	0.6990
k141_4132	70.6672	26452	0.4235
k141_4137	6.3248	8279	0.5916
k141_4138	6.2999	1774	0.7210
k141_4141	6.2544	3172	0.6730
k141_4143	6.6634	1013	0.6877
k141_4144	34.4039	14228	0.3967
k141_4145	4.7530	1830	0.7088
k141_4150	7.8672	4285	0.6748
k141_4156	3.0025	802	0.7014
k141_4160	7.8325	5076	0.6657
k141_4164	4.5197	1722	0.7135
k141_4166	6.2360	18516	0.6802
k141_4168	6.9352	25895	0.7019
k141_4174	7.5254	9514	0.6677
k141_4178	6.6041	5777	0.6411
k141_4180	6.1654	3555	0.6136
k141_4185	7.2396	8691	0.6912
k141_4186	3.8484	1642	0.7230
k141_4187	6.2022	1395	0.7130
k141_4195	4.1918	3874	0.6769
k141_4198	6.2368	646	0.6792
k141_4199	7.6726	7676	0.7011
k141_4202	5.9073	2373	0.6866
k141_4210	6.8318	9830	0.6810
k141_4212	7.7908	15925	0.6983
k141_4213	72.5374	112123	0.4226
k141_4214	7.1491	6694	0.6764
k141_4216	48.6236	1193	0.5181
k141_4222	6.4311	2663	0.7008
k141_4228	72.4368	110713	0.4117
k141_4229	71.2676	23278	0.3961
k141_4230	7.3967	5876	0.6964
k141_4235	5.1003	698	0.6802
k141_4246	69.2397	1339	0.3885
k141_4248	49.0276	149544	0.5833
k141_4249	6.8283	4981	0.6655
k141_4250	72.6264	28387	0.4180
k141_4252	72.3883	31221	0.4066
k141_4254	6.6515	13071	0.6743
k141_4255	71.2545	23065	0.4162
k141_4259	6.4786	3291	0.7084
k141_4260	70.1917	2968	0.4265
k141_4285	5.8361	592	0.6996
k141_4289	6.6038	992	0.5945
k141_4290	4.3140	551	0.6150
k141_4293	4.8533	1922	0.7051
k141_4297	4.1736	1279	0.7117
k141_4299	5.4254	2252	0.6746
k141_4303	6.7683	2249	0.7146
k141_4304	5.9876	3156	0.6903
k141_4306	7.1409	11145	0.6959
k141_4316	38.7917	528	0.4940
k141_4320	48.6499	145119	0.5897
k141_4327	8.0716	14608	0.6905
k141_4333	6.5548	4969	0.7289
k141_4339	6.0377	9405	0.6888
k141_4346	49.8317	59452	0.5732
k141_4347	6.9308	6687	0.6966
k141_4348	7.5728	4213	0.6824
k141_4350	3.9236	537	0.6939
k141_4359	7.2442	7468	0.7398
k141_4374	35.9625	507	0.5485
k141_4377	133.7998	814	0.5247
k141_4379	4.0427	633	0.6700
k141_4382	8.8068	1434	0.6664
k141_4383	7.3206	22857	0.6625
k141_4385	70.7579	17624	0.3871
k141_4388	3.2128	545	0.6384
k141_4391	52.7002	637	0.3267
k141_4394	5.4446	2850	0.6737
k141_4403	7.1394	3816	0.7061
k141_4405	6.1731	5118	0.7042
k141_4406	72.9558	82974	0.3843
k141_4407	72.1063	41844	0.4220
k141_4409	49.4976	188407	0.5750
k141_4411	4.5758	844	0.6652
k141_4414	6.1145	3973	0.7309
k141_4415	7.2667	6165	0.6669
k141_4434	7.6063	4697	0.6677
k141_4444	7.8743	12894	0.6708
k141_4445	6.0412	2740	0.6812
k141_4452	7.4345	557	0.6761
k141_4460	7.1080	18373	0.7018
k141_4467	7.0166	9922	0.6529
k141_4469	6.4125	9040	0.6954
k141_4472	4.9207	3277	0.6916
k141_4476	71.1024	26856	0.4121
k141_4479	6.1790	972	0.7257
k141_4487	5.0951	5102	0.6889
k141_4491	29.1847	655	0.5938
k141_4505	6.7225	627	0.6972
k141_4507	6.8125	912	0.6453
k141_4519	72.4779	106388	0.4204
k141_4520	7.2226	19703	0.6782
k141_4521	6.2856	7326	0.6981
k141_4528	6.6600	3479	0.6861
k141_4540	72.4029	50344	0.4187
k141_4541	6.5707	6536	0.6759
k141_4543	4.8126	1953	0.5922
k141_4545	50.2264	75442	0.5706
k141_4546	6.0447	1521	0.7153
k141_4547	6.7359	12187	0.6668
k141_4550	7.0488	3915	0.6933
k141_4558	6.6639	3532	0.6883
k141_4561	7.0861	16945	0.6998
k141_4564	6.8188	16001	0.6931
k141_4571	70.6277	8246	0.3985
k141_4573	72.2656	39086	0.4214
k141_4577	5.5234	1664	0.7113
k141_4597	74.0725	30462	0.4511
k141_4599	175.9145	795	0.4127
k141_4601	49.5386	229883	0.5874
k141_4602	6.2033	6489	0.7014
k141_4606	6.0201	3238	0.6849
k141_4608	4.7507	1075	0.6863
k141_4624	74.6762	6278	0.3612
k141_4627	6.1269	3389	0.6788
k141_4629	5.0131	993	0.7028
k141_4631	7.6582	14914	0.7006
k141_4633	5.7966	1637	0.6705
k141_4636	3.2244	517	0.7032
k141_4640	7.8397	3493	0.6803
k141_4641	4.4556	608	0.6788
k141_4642	6.5197	4647	0.6956
k141_4644	71.9390	2966	0.4258
k141_4648	8.1103	2584	0.6919
k141_4650	50.0427	206796	0.5853
k141_4651	6.5461	4323	0.6827
k141_4652	7.6304	1921	0.6935
k141_4653	49.2135	215005	0.5867
k141_4654	71.0449	29831	0.4389
k141_4655	6.9001	5966	0.6544
k141_4658	5.5751	1492	0.7278
k141_4659	5.1563	1152	0.6944
k141_4660	6.4064	3890	0.6779
k141_4668	6.7530	668	0.6585
k141_4670	5.6321	2998	0.6997
k141_4671	4.5312	930	0.7250
k141_4673	3.6811	602	0.7388
k141_4675	5.1932	1449	0.6981
k141_4679	6.8444	6361	0.6921
k141_4680	3.2429	1021	0.7233
k141_4691	4.2577	978	0.7100
k141_4697	3.5979	669	0.7130
k141_4704	5.4311	1030	0.6508
k141_4706	4.9601	526	0.6696
k141_4707	5.3396	845	0.7052
k141_4711	4.3971	753	0.6913
k141_4716	7.4211	5799	0.7051
k141_4721	7.3627	4980	0.6984
k141_4722	4.3379	1388	0.7141
k141_4725	4.0776	1302	0.6539
k141_4734	71.9899	20640	0.4264
k141_4738	44.8242	2344	0.4721
k141_4749	7.1943	7226	0.6773
k141_4750	70.4914	2489	0.3855
k141_4753	5.6007	566	0.6554
k141_4754	9.6964	639	0.6250
k141_4756	6.4433	5502	0.7069
k141_4760	7.7303	10184	0.6808
k141_4767	7.8271	12264	0.6762
k141_4768	6.0040	3258	0.7049
k141_4774	7.9169	5465	0.6737
k141_4775	73.1879	59744	0.4303
k141_4776	6.3288	5892	0.6975
k141_4777	71.0956	19084	0.4213
k141_4796	48.7587	204702	0.5745
k141_4797	72.7695	30437	0.4102
k141_4807	6.3870	2920	0.7120
k141_4808	49.2668	205171	0.5647
k141_4809	4.0522	594	0.6611
k141_4812	49.3735	291894	0.5654
k141_4813	71.7744	26640	0.4229
k141_4814	7.0231	6981	0.7122
k141_4815	4.1247	1957	0.6706
k141_4816	7.3240	2219	0.7246
k141_4817	71.6871	5798	0.3715
k141_4833	6.9704	6310	0.6869
k141_4835	65.6887	1767	0.3627
k141_4842	4.5503	596	0.7161
k141_4849	5.6016	4174	0.7209
k141_4853	5.8284	2995	0.6885
k141_4857	7.1475	4332	0.6839
k141_4858	73.6924	31862	0.4272
k141_4859	6.9084	7304	0.6828
k141_4860	6.0708	734	0.7136
k141_4869	7.0897	7958	0.6924
k141_4871	5.1082	7244	0.6813
k141_4873	5.2332	549	0.7229
k141_4879	3.9504	1048	0.6732
k141_4880	5.6576	955	0.6691
k141_4881	5.9727	5240	0.6982
k141_4882	4.7328	655	0.6771
k141_4893	5.8745	749	0.6749
k141_4895	6.9410	11875	0.6768
k141_4897	71.4222	8405	0.4255
k141_4898	8.7309	1687	0.7004
k141_4902	4.1837	931	0.5786
k141_4904	4.7026	945	0.6372
k141_4909	7.1569	4207	0.6590
k141_4911	3.9003	1003	0.6289
k141_4915	4.9838	1916	0.7172
k141_4916	5.1267	2929	0.7248
k141_4917	4.9367	1216	0.6527
k141_4923	6.1899	2843	0.6815
k141_4924	6.7231	3015	0.7130
k141_4928	73.4146	60108	0.4387
k141_4934	5.8066	1210	0.6571
k141_4936	6.0319	3892	0.7176
k141_4939	71.1396	37904	0.4017
k141_4945	7.1962	20156	0.6920
k141_4950	5.5256	1720	0.7017
k141_4955	4.3044	979	0.6706
k141_4957	7.0697	14410	0.6846
k141_4964	51.7824	7565	0.4964
k141_4966	7.6436	7676	0.6973
k141_4969	4.2561	2616	0.6789
k141_4980	4.8141	920	0.6859
k141_4991	74.6825	12671	0.4338
k141_4992	71.7852	30931	0.4226
k141_4993	5.5608	1382	0.7046
k141_4995	8.7504	2716	0.6517
k141_4997	6.8225	3115	0.7338
k141_5001	6.5103	4993	0.6864
k141_5005	3.3942	761	0.6615
k141_5007	6.9356	3931	0.7114
k141_5012	48.7663	295262	0.5810
k141_5013	6.4969	7452	0.6845
k141_5015	72.3656	50956	0.4265
k141_5016	72.7261	53591	0.4235
k141_5019	6.8826	2837	0.7066
k141_5023	6.7428	8576	0.7004
k141_5027	7.3643	10083	0.6974
k141_5035	70.7899	52747	0.4081
k141_5039	6.9268	22413	0.6724
k141_5048	6.2663	1622	0.6774
k141_5051	5.1226	1738	0.6821
k141_5054	7.1367	5777	0.6691
k141_5057	65.2671	835	0.4700
k141_5060	6.2098	2841	0.7276
k141_5067	49.9596	52536	0.5753
k141_5068	4.1470	1136	0.6991
k141_5075	6.5843	14206	0.6957
k141_5078	48.6718	196606	0.5906
k141_5079	3.5900	922	0.6548
k141_5087	8.4057	5692	0.7006
k141_5088	6.6687	2572	0.7270
k141_5090	6.8463	7562	0.6863
k141_5093	48.9950	123551	0.5715
k141_5095	3.3759	3110	0.7259
k141_5096	5.7036	614	0.7295
k141_5097	5.1476	1917	0.7178
k141_5099	49.0005	235383	0.5778
k141_5103	72.7653	40967	0.4268
k141_5110	3.7528	797	0.7362
k141_5114	7.3054	3870	0.6983
k141_5118	6.7004	2470	0.7171
k141_5119	6.5314	14638	0.7228
k141_5123	4.9004	1425	0.6894
k141_5126	71.9545	7640	0.3631
k141_5129	6.2936	2391	0.6871
k141_5130	5.6339	3149	0.7006
k141_5131	6.4289	14746	0.7256
k141_5133	3.7160	810	0.6993
k141_5134	49.5520	297283	0.5700
k141_5135	5.8272	5990	0.6808
k141_5136	8.3061	3969	0.6642
k141_5145	7.9511	4005	0.7202
k141_5147	3.4755	1102	0.6662
k141_5148	6.5787	4892	0.6717
k141_5153	7.6732	4981	0.6892
k141_5160	4.7690	935	0.6913
k141_5164	5.6524	4736	0.6929
k141_5165	4.6944	625	0.6492
k141_5167	72.4751	34787	0.4062
k141_5168	49.3652	127239	0.5855
k141_5173	6.8908	4991	0.6686
k141_5182	49.9118	295974	0.5737
